Дата,Хозяева(Х),Гости(Г),ГолыХ,ГолыГ,Результат,УдарыХ,УдарыГ,Удары по воротам Х,Удары по воротам Г,ФолыХ,ФолыГ,УгловыеХ,УгловыеГ,ЖКХ,ЖКГ,ККХ,ККГ,Победитель,Проигравший
Сезон 16/17,Eibar,Osasuna,2,3,A,13,8,5,4,15,12,5,0,1,2,0,0,Osasuna,Eibar
Сезон 16/17,Osasuna,Betis,1,2,A,13,12,5,6,20,12,6,4,3,2,1,0,Betis,Osasuna
Сезон 16/17,Espanol,Eibar,3,3,D,11,8,5,3,11,12,7,6,1,6,1,0,Ничья,Ничья
Сезон 16/17,Sociedad,Alaves,3,0,H,16,10,5,3,17,20,4,2,3,5,0,0,Sociedad,Alaves
Сезон 16/17,Valencia,Barcelona,2,3,A,7,15,4,8,15,13,3,1,5,4,0,0,Barcelona,Valencia
Сезон 16/17,Real Madrid,Ath Bilbao,2,1,H,24,10,8,3,10,17,6,4,2,3,0,0,Real Madrid,Ath Bilbao
Сезон 16/17,Sevilla,Ath Madrid,1,0,H,12,9,5,3,15,11,4,5,4,2,0,1,Sevilla,Ath Madrid
Сезон 16/17,Leganes,Sociedad,0,2,A,7,9,4,5,19,15,1,4,5,2,0,0,Sociedad,Leganes
Сезон 16/17,Alaves,Real Madrid,1,4,A,8,15,3,5,15,6,4,3,5,1,0,0,Real Madrid,Alaves
Сезон 16/17,Barcelona,Granada,1,0,H,15,1,5,0,7,17,8,1,1,4,0,0,Barcelona,Granada
Сезон 16/17,Ath Bilbao,Osasuna,1,1,D,18,7,4,3,10,11,9,2,2,1,0,0,Ничья,Ничья
Сезон 16/17,Betis,Espanol,0,1,A,13,10,5,5,15,15,8,3,3,3,0,0,Espanol,Betis
Сезон 16/17,Eibar,Villarreal,2,1,H,13,6,9,1,16,16,3,7,2,3,0,0,Eibar,Villarreal
Сезон 16/17,Osasuna,Alaves,0,1,A,10,12,4,3,18,10,3,4,5,2,0,0,Alaves,Osasuna
Сезон 16/17,Sociedad,Ath Madrid,2,0,H,12,9,3,2,18,20,6,6,2,4,0,0,Sociedad,Ath Madrid
Сезон 16/17,Celta,Valencia,2,1,H,7,13,4,4,19,15,4,3,6,1,0,0,Celta,Valencia
Сезон 16/17,Espanol,Ath Bilbao,0,0,D,6,4,3,0,13,11,5,3,1,2,0,0,Ничья,Ничья
Сезон 16/17,Real Madrid,Leganes,3,0,H,17,7,7,3,7,20,2,2,3,5,0,0,Real Madrid,Leganes
Сезон 16/17,Sevilla,Barcelona,1,2,A,15,14,4,7,18,12,3,5,4,6,0,0,Barcelona,Sevilla
Сезон 16/17,Villarreal,Betis,2,0,H,15,7,7,3,16,12,10,1,0,2,0,0,Villarreal,Betis
Сезон 16/17,Ath Madrid,Real Madrid,0,3,A,16,12,5,7,21,14,8,6,4,2,0,0,Real Madrid,Ath Madrid
Сезон 16/17,Eibar,Celta,1,0,H,12,6,5,2,11,13,7,0,2,5,0,2,Eibar,Celta
Сезон 16/17,Alaves,Espanol,0,1,A,10,10,4,3,20,14,2,5,5,2,0,0,Espanol,Alaves
Сезон 16/17,Ath Bilbao,Villarreal,1,0,H,12,6,5,2,13,17,6,5,0,2,0,0,Ath Bilbao,Villarreal
Сезон 16/17,Valencia,Granada,1,1,D,14,9,7,5,7,18,11,2,1,5,0,0,Ничья,Ничья
Сезон 16/17,Leganes,Osasuna,2,0,H,15,5,5,2,13,17,3,2,2,3,0,0,Leganes,Osasuna
Сезон 16/17,Eibar,Betis,3,1,H,16,7,9,2,11,7,5,1,0,1,0,1,Eibar,Betis
Сезон 16/17,Espanol,Leganes,3,0,H,8,8,4,3,19,16,3,4,1,2,0,0,Espanol,Leganes
Сезон 16/17,Sevilla,Valencia,2,1,H,6,10,1,4,19,14,3,6,0,1,0,0,Sevilla,Valencia
Сезон 16/17,Celta,Granada,3,1,H,16,7,6,1,4,15,5,0,0,3,0,0,Celta,Granada
Сезон 16/17,Osasuna,Ath Madrid,0,3,A,11,7,1,5,9,6,7,4,2,2,0,0,Ath Madrid,Osasuna
Сезон 16/17,Sociedad,Barcelona,1,1,D,17,10,6,2,16,11,8,6,2,4,0,0,Ничья,Ничья
Сезон 16/17,Villarreal,Alaves,0,2,A,23,10,10,7,11,19,12,1,2,3,0,0,Alaves,Villarreal
Сезон 16/17,Ath Madrid,Espanol,0,0,D,11,5,3,3,10,19,9,2,2,2,0,0,Ничья,Ничья
Сезон 16/17,Barcelona,Real Madrid,1,1,D,11,14,2,5,19,16,5,7,4,2,0,0,Ничья,Ничья
Сезон 16/17,Granada,Sevilla,2,1,H,11,17,6,6,18,16,4,8,5,2,0,0,Granada,Sevilla
Сезон 16/17,Leganes,Villarreal,0,0,D,11,9,4,3,21,16,2,4,6,3,0,0,Ничья,Ничья
Сезон 16/17,Ath Bilbao,Eibar,3,1,H,12,10,5,4,9,16,2,2,1,4,0,0,Ath Bilbao,Eibar
Сезон 16/17,Betis,Celta,3,3,D,16,13,5,6,22,14,4,3,4,1,1,0,Ничья,Ничья
Сезон 16/17,Osasuna,Barcelona,0,3,A,4,17,1,6,18,6,2,5,3,0,0,0,Barcelona,Osasuna
Сезон 16/17,Sociedad,Valencia,3,2,H,14,9,6,3,17,20,8,4,4,4,0,1,Sociedad,Valencia
Сезон 16/17,Betis,Ath Bilbao,1,0,H,6,14,1,4,14,12,3,7,3,2,0,0,Betis,Ath Bilbao
Сезон 16/17,Celta,Sevilla,0,3,A,14,14,6,5,13,13,4,6,3,3,0,0,Sevilla,Celta
Сезон 16/17,Eibar,Alaves,0,0,D,8,3,1,3,14,7,7,2,1,1,0,0,Ничья,Ничья
Сезон 16/17,Villarreal,Ath Madrid,3,0,H,9,13,5,3,13,13,2,7,3,3,0,0,Villarreal,Ath Madrid
Сезон 16/17,Alaves,Betis,1,0,H,10,6,2,3,20,6,6,4,6,1,0,0,Alaves,Betis
Сезон 16/17,Granada,Sociedad,0,2,A,10,18,4,6,9,11,5,9,0,1,0,0,Sociedad,Granada
Сезон 16/17,Barcelona,Espanol,4,1,H,14,4,7,1,11,16,5,2,0,3,0,0,Barcelona,Espanol
Сезон 16/17,Leganes,Eibar,1,1,D,8,15,2,4,10,10,3,6,2,2,1,0,Ничья,Ничья
Сезон 16/17,Ath Bilbao,Celta,2,1,H,10,10,7,4,16,13,9,7,4,2,0,1,Ath Bilbao,Celta
Сезон 16/17,Eibar,Ath Madrid,0,2,A,15,8,2,4,11,10,5,3,2,2,0,0,Ath Madrid,Eibar
Сезон 16/17,Real Madrid,Granada,5,0,H,23,3,13,1,11,12,9,1,1,4,0,0,Real Madrid,Granada
Сезон 16/17,Sociedad,Sevilla,0,4,A,11,11,5,10,15,18,7,4,2,3,0,0,Sevilla,Sociedad
Сезон 16/17,Ath Bilbao,Alaves,0,0,D,15,10,4,4,10,13,13,4,2,4,0,0,Ничья,Ничья
Сезон 16/17,Betis,Leganes,2,0,H,16,9,3,3,10,20,4,2,2,6,0,0,Betis,Leganes
Сезон 16/17,Villarreal,Barcelona,1,1,D,6,20,3,7,16,13,2,4,1,2,1,0,Ничья,Ничья
Сезон 16/17,Osasuna,Valencia,3,3,D,22,7,4,3,19,13,7,3,2,5,0,0,Ничья,Ничья
Сезон 16/17,Ath Madrid,Betis,1,0,H,6,10,3,6,15,17,9,2,1,3,0,0,Ath Madrid,Betis
Сезон 16/17,Leganes,Ath Bilbao,0,0,D,15,10,5,2,20,11,4,8,3,3,0,0,Ничья,Ничья
Сезон 16/17,Celta,Alaves,1,0,H,13,9,4,1,19,10,7,4,4,3,0,1,Celta,Alaves
Сезон 16/17,Granada,Osasuna,1,1,D,8,13,4,3,13,23,3,5,2,4,2,0,Ничья,Ничья
Сезон 16/17,Sevilla,Real Madrid,2,1,H,9,10,4,3,13,10,6,1,3,1,0,0,Sevilla,Real Madrid
Сезон 16/17,Valencia,Espanol,2,1,H,10,6,5,3,17,13,6,3,5,0,0,0,Valencia,Espanol
Сезон 16/17,Alaves,Leganes,2,2,D,8,13,3,4,9,20,4,3,3,2,0,0,Ничья,Ничья
Сезон 16/17,Espanol,Granada,3,1,H,17,7,8,4,19,17,10,5,0,3,0,0,Espanol,Granada
Сезон 16/17,Villarreal,Valencia,0,2,A,20,13,5,5,14,17,7,2,2,2,0,0,Valencia,Villarreal
Сезон 16/17,Ath Bilbao,Ath Madrid,2,2,D,8,11,5,5,12,9,2,6,2,3,0,0,Ничья,Ничья
Сезон 16/17,Eibar,Barcelona,0,4,A,14,14,6,7,12,4,8,5,3,1,0,0,Barcelona,Eibar
Сезон 16/17,Osasuna,Sevilla,3,4,A,14,13,7,9,14,8,3,6,5,3,0,0,Sevilla,Osasuna
Сезон 16/17,Sociedad,Celta,1,0,H,17,11,6,5,13,12,4,3,2,2,0,0,Sociedad,Celta
Сезон 16/17,Alaves,Ath Madrid,0,0,D,19,8,4,2,19,18,7,2,3,2,0,0,Ничья,Ничья
Сезон 16/17,Leganes,Celta,0,2,A,6,3,0,3,20,14,8,0,1,1,0,0,Celta,Leganes
Сезон 16/17,Villarreal,Granada,2,0,H,18,7,6,0,11,18,7,4,3,2,0,0,Villarreal,Granada
Сезон 16/17,Betis,Barcelona,1,1,D,17,10,7,4,17,12,8,2,2,3,0,0,Ничья,Ничья
Сезон 16/17,Espanol,Sevilla,3,1,H,16,12,8,5,18,14,7,4,2,2,0,1,Espanol,Sevilla
Сезон 16/17,Real Madrid,Sociedad,3,0,H,7,9,4,3,16,11,0,3,2,1,0,1,Real Madrid,Sociedad
Сезон 16/17,Ath Madrid,Leganes,2,0,H,12,15,4,2,10,15,3,6,1,1,0,0,Ath Madrid,Leganes
Сезон 16/17,Barcelona,Ath Bilbao,3,0,H,16,10,6,5,11,18,7,3,1,3,0,0,Barcelona,Ath Bilbao
Сезон 16/17,Valencia,Eibar,0,4,A,8,11,1,7,12,10,2,6,2,1,1,0,Eibar,Valencia
Сезон 16/17,Sevilla,Villarreal,0,0,D,14,11,4,4,14,16,9,0,2,2,0,0,Ничья,Ничья
Сезон 16/17,Sociedad,Osasuna,3,2,H,13,11,6,5,6,22,3,2,2,2,0,0,Sociedad,Osasuna
Сезон 16/17,Espanol,Sociedad,1,2,A,7,15,2,5,15,14,5,6,3,2,0,0,Sociedad,Espanol
Сезон 16/17,Alaves,Barcelona,0,6,A,9,21,4,9,16,9,3,9,1,3,0,0,Barcelona,Alaves
Сезон 16/17,Betis,Valencia,0,0,D,16,8,2,4,15,17,4,6,4,3,0,0,Ничья,Ничья
Сезон 16/17,Osasuna,Real Madrid,1,3,A,11,12,8,6,10,8,3,2,3,2,0,0,Real Madrid,Osasuna
Сезон 16/17,Ath Madrid,Celta,3,2,H,16,14,5,6,11,13,3,3,1,2,0,0,Ath Madrid,Celta
Сезон 16/17,Eibar,Granada,4,0,H,25,13,9,3,11,14,7,8,2,2,0,0,Eibar,Granada
Сезон 16/17,Granada,Betis,4,1,H,10,6,8,2,18,9,4,7,4,1,1,1,Granada,Betis
Сезон 16/17,Real Madrid,Espanol,2,0,H,12,3,3,1,12,13,13,2,3,4,0,0,Real Madrid,Espanol
Сезон 16/17,Sevilla,Eibar,2,0,H,11,11,5,3,13,11,5,2,2,3,0,0,Sevilla,Eibar
Сезон 16/17,Barcelona,Leganes,2,1,H,13,11,6,6,8,18,4,4,1,3,0,0,Barcelona,Leganes
Сезон 16/17,Celta,Osasuna,3,0,H,11,8,4,3,14,18,3,5,1,0,0,0,Celta,Osasuna
Сезон 16/17,Sociedad,Villarreal,0,1,A,16,7,0,3,8,19,7,4,2,4,0,0,Villarreal,Sociedad
Сезон 16/17,Valencia,Ath Bilbao,2,0,H,15,15,5,5,17,11,3,1,0,1,0,0,Valencia,Ath Bilbao
Сезон 16/17,Valencia,Real Madrid,2,1,H,8,22,5,5,12,18,3,11,5,2,0,0,Valencia,Real Madrid
Сезон 16/17,Alaves,Valencia,2,1,H,13,5,5,2,13,16,2,1,4,2,0,1,Alaves,Valencia
Сезон 16/17,Betis,Sevilla,1,2,A,15,13,4,4,19,17,4,4,3,3,0,0,Sevilla,Betis
Сезон 16/17,Ath Bilbao,Granada,3,1,H,14,7,7,2,14,16,0,3,1,5,0,0,Ath Bilbao,Granada
Сезон 16/17,Ath Madrid,Barcelona,1,2,A,12,15,4,6,28,14,6,5,4,2,0,0,Barcelona,Ath Madrid
Сезон 16/17,Espanol,Osasuna,3,0,H,18,4,6,1,11,10,10,2,1,4,0,1,Espanol,Osasuna
Сезон 16/17,Villarreal,Real Madrid,2,3,A,11,25,4,6,15,6,5,5,4,1,0,0,Real Madrid,Villarreal
Сезон 16/17,Sociedad,Eibar,2,2,D,14,13,7,4,12,20,3,5,3,4,1,1,Ничья,Ничья
Сезон 16/17,Valencia,Leganes,1,0,H,16,3,6,0,12,26,7,3,3,2,0,1,Valencia,Leganes
Сезон 16/17,Celta,Espanol,2,2,D,8,8,4,2,16,8,1,3,2,2,1,0,Ничья,Ничья
Сезон 16/17,Granada,Alaves,2,1,H,13,11,6,5,19,15,4,4,6,4,0,2,Granada,Alaves
Сезон 16/17,Osasuna,Villarreal,1,4,A,17,12,3,6,10,13,8,2,3,3,0,0,Villarreal,Osasuna
Сезон 16/17,Sevilla,Ath Bilbao,1,0,H,14,14,4,4,16,10,6,9,6,2,0,0,Sevilla,Ath Bilbao
Сезон 16/17,Betis,Sociedad,2,3,A,12,9,5,6,18,15,7,6,4,2,0,0,Sociedad,Betis
Сезон 16/17,Barcelona,Celta,5,0,H,19,7,9,2,10,16,10,1,1,3,0,0,Barcelona,Celta
Сезон 16/17,Eibar,Real Madrid,1,4,A,12,12,2,7,13,14,4,4,1,1,0,0,Real Madrid,Eibar
Сезон 16/17,Leganes,Granada,1,0,H,16,1,4,1,17,19,7,4,3,2,0,0,Leganes,Granada
Сезон 16/17,Villarreal,Espanol,2,0,H,11,8,6,2,13,18,1,1,2,2,0,0,Villarreal,Espanol
Сезон 16/17,Ath Madrid,Valencia,3,0,H,18,6,8,2,17,9,6,2,1,2,0,0,Ath Madrid,Valencia
Сезон 16/17,Alaves,Sevilla,1,1,D,18,9,4,1,12,16,2,2,2,5,0,0,Ничья,Ничья
Сезон 16/17,Granada,Ath Madrid,0,1,A,12,15,2,6,14,15,4,9,3,3,1,0,Ath Madrid,Granada
Сезон 16/17,Sevilla,Leganes,1,1,D,12,12,4,4,20,20,4,1,2,3,0,0,Ничья,Ничья
Сезон 16/17,Celta,Villarreal,0,1,A,12,8,1,4,8,11,4,3,4,5,0,0,Villarreal,Celta
Сезон 16/17,Real Madrid,Betis,2,1,H,14,9,4,4,8,21,8,4,1,0,0,1,Real Madrid,Betis
Сезон 16/17,Sociedad,Ath Bilbao,0,2,A,16,9,4,5,15,22,8,3,3,6,0,0,Ath Bilbao,Sociedad
Сезон 16/17,Osasuna,Eibar,1,1,D,10,14,6,7,15,14,6,6,4,4,0,0,Ничья,Ничья
Сезон 16/17,Alaves,Sociedad,1,0,H,10,10,5,2,14,13,5,8,3,3,0,1,Alaves,Sociedad
Сезон 16/17,Ath Bilbao,Real Madrid,1,2,A,12,9,5,4,1,4,5,5,1,4,0,0,Real Madrid,Ath Bilbao
Сезон 16/17,Betis,Osasuna,2,0,H,9,13,5,5,12,15,5,0,0,3,0,0,Betis,Osasuna
Сезон 16/17,Eibar,Espanol,1,1,D,16,4,4,1,12,13,6,2,2,4,0,0,Ничья,Ничья
Сезон 16/17,Ath Madrid,Sevilla,3,1,H,15,9,8,2,16,14,2,2,4,3,0,0,Ath Madrid,Sevilla
Сезон 16/17,Barcelona,Valencia,4,2,H,28,6,12,5,4,12,6,3,3,4,0,1,Barcelona,Valencia
Сезон 16/17,Espanol,Betis,2,1,H,8,10,5,3,16,14,4,4,3,2,0,0,Espanol,Betis
Сезон 16/17,Osasuna,Ath Bilbao,1,2,A,8,9,6,4,19,9,6,3,4,2,0,0,Ath Bilbao,Osasuna
Сезон 16/17,Sociedad,Leganes,1,1,D,14,6,5,3,10,16,7,0,2,3,0,0,Ничья,Ничья
Сезон 16/17,Villarreal,Eibar,2,3,A,15,14,7,4,9,10,11,5,4,3,0,0,Eibar,Villarreal
Сезон 16/17,Granada,Barcelona,1,4,A,7,26,5,13,15,10,1,9,1,3,1,0,Barcelona,Granada
Сезон 16/17,Real Madrid,Alaves,3,0,H,18,12,6,3,12,16,3,3,0,2,0,0,Real Madrid,Alaves
Сезон 16/17,Ath Bilbao,Espanol,2,0,H,13,5,5,2,19,16,5,1,1,3,0,0,Ath Bilbao,Espanol
Сезон 16/17,Ath Madrid,Sociedad,1,0,H,20,10,8,1,18,13,6,4,0,4,0,0,Ath Madrid,Sociedad
Сезон 16/17,Betis,Villarreal,0,1,A,15,6,3,2,12,15,5,2,2,2,0,0,Villarreal,Betis
Сезон 16/17,Alaves,Osasuna,0,1,A,15,7,3,6,20,12,5,1,5,1,0,0,Osasuna,Alaves
Сезон 16/17,Barcelona,Sevilla,3,0,H,15,7,7,3,16,13,4,4,4,2,0,1,Barcelona,Sevilla
Сезон 16/17,Leganes,Real Madrid,2,4,A,14,18,3,8,14,16,4,4,2,1,0,0,Real Madrid,Leganes
Сезон 16/17,Valencia,Celta,3,2,H,15,12,10,3,16,9,6,2,1,1,0,0,Valencia,Celta
Сезон 16/17,Villarreal,Ath Bilbao,3,1,H,10,11,5,5,16,16,4,5,6,3,1,0,Villarreal,Ath Bilbao
Сезон 16/17,Espanol,Alaves,1,0,H,15,9,6,0,11,13,5,3,3,3,0,0,Espanol,Alaves
Сезон 16/17,Real Madrid,Ath Madrid,1,1,D,20,10,6,4,12,13,6,2,2,3,0,0,Ничья,Ничья
Сезон 16/17,Celta,Eibar,0,2,A,12,11,3,6,10,16,0,3,1,3,0,0,Eibar,Celta
Сезон 16/17,Granada,Valencia,1,3,A,21,17,5,8,9,13,5,2,2,2,0,0,Valencia,Granada
Сезон 16/17,Osasuna,Leganes,2,1,H,11,17,6,2,14,14,4,8,3,4,0,0,Osasuna,Leganes
Сезон 16/17,Ath Madrid,Osasuna,3,0,H,19,3,8,0,11,14,5,2,1,5,0,0,Ath Madrid,Osasuna
Сезон 16/17,Barcelona,Sociedad,3,2,H,16,14,9,7,15,17,5,4,3,2,0,0,Barcelona,Sociedad
Сезон 16/17,Betis,Eibar,2,0,H,6,10,4,3,15,19,4,6,4,4,0,0,Betis,Eibar
Сезон 16/17,Granada,Celta,0,3,A,17,15,4,4,17,9,8,1,5,2,0,0,Celta,Granada
Сезон 16/17,Leganes,Espanol,0,1,A,15,7,5,2,20,14,5,1,1,1,0,0,Espanol,Leganes
Сезон 16/17,Valencia,Sevilla,0,0,D,14,10,3,2,19,20,4,2,3,2,0,0,Ничья,Ничья
Сезон 16/17,Alaves,Villarreal,2,1,H,11,11,5,5,8,13,5,11,2,4,0,0,Alaves,Villarreal
Сезон 16/17,Sevilla,Granada,2,0,H,28,9,12,2,18,11,7,2,1,2,0,0,Sevilla,Granada
Сезон 16/17,Espanol,Ath Madrid,0,1,A,10,13,2,3,13,10,5,3,3,2,0,0,Ath Madrid,Espanol
Сезон 16/17,Villarreal,Leganes,2,1,H,11,8,5,4,9,19,3,8,1,3,0,0,Villarreal,Leganes
Сезон 16/17,Celta,Betis,0,1,A,8,17,4,6,16,15,5,6,3,5,0,0,Betis,Celta
Сезон 16/17,Real Madrid,Barcelona,2,3,A,22,16,14,9,13,8,7,4,2,2,1,0,Barcelona,Real Madrid
Сезон 16/17,Eibar,Ath Bilbao,0,1,A,7,9,2,3,15,9,5,5,4,2,1,0,Ath Bilbao,Eibar
Сезон 16/17,Ath Madrid,Villarreal,0,1,A,23,6,9,2,15,16,5,1,2,6,0,0,Villarreal,Ath Madrid
Сезон 16/17,Barcelona,Osasuna,7,1,H,19,3,9,2,3,7,10,1,0,0,0,0,Barcelona,Osasuna
Сезон 16/17,Valencia,Sociedad,2,3,A,14,8,3,2,15,21,2,3,4,3,0,0,Sociedad,Valencia
Сезон 16/17,Alaves,Eibar,0,0,D,14,6,4,4,13,14,3,2,4,2,0,1,Ничья,Ничья
Сезон 16/17,Ath Bilbao,Betis,2,1,H,18,9,9,3,10,17,11,1,1,3,0,0,Ath Bilbao,Betis
Сезон 16/17,Sevilla,Celta,2,1,H,16,10,5,1,20,18,5,1,1,2,0,1,Sevilla,Celta
Сезон 16/17,Espanol,Barcelona,0,3,A,6,15,3,9,19,18,4,5,3,0,0,0,Barcelona,Espanol
Сезон 16/17,Real Madrid,Valencia,2,1,H,20,9,5,2,13,10,2,3,3,4,0,0,Real Madrid,Valencia
Сезон 16/17,Sociedad,Granada,2,1,H,13,5,5,3,14,16,7,1,0,3,0,0,Sociedad,Granada
Сезон 16/17,Betis,Alaves,1,4,A,11,9,3,5,14,16,4,0,1,5,0,0,Alaves,Betis
Сезон 16/17,Celta,Ath Bilbao,0,3,A,5,22,0,12,8,11,0,11,1,1,0,0,Ath Bilbao,Celta
Сезон 16/17,Eibar,Leganes,2,0,H,9,12,5,1,12,9,2,11,1,1,0,0,Eibar,Leganes
Сезон 16/17,Sevilla,Sociedad,1,1,D,11,9,3,3,20,10,10,3,4,3,0,1,Ничья,Ничья
Сезон 16/17,Ath Madrid,Eibar,1,0,H,14,7,5,3,6,10,6,5,3,3,1,0,Ath Madrid,Eibar
Сезон 16/17,Barcelona,Villarreal,4,1,H,20,8,8,4,10,13,4,3,2,4,0,0,Barcelona,Villarreal
Сезон 16/17,Granada,Real Madrid,0,4,A,13,16,3,8,14,8,6,3,1,0,0,0,Real Madrid,Granada
Сезон 16/17,Alaves,Ath Bilbao,1,0,H,9,20,3,6,14,11,3,10,1,4,0,0,Alaves,Ath Bilbao
Сезон 16/17,Valencia,Osasuna,4,1,H,19,9,8,4,15,11,9,2,3,2,0,0,Valencia,Osasuna
Сезон 16/17,Leganes,Betis,4,0,H,6,13,4,3,18,13,2,2,3,0,0,0,Leganes,Betis
Сезон 16/17,Espanol,Valencia,0,1,A,15,9,3,3,19,14,7,2,0,4,0,0,Valencia,Espanol
Сезон 16/17,Osasuna,Granada,2,1,H,19,9,7,3,11,9,8,3,1,3,0,0,Osasuna,Granada
Сезон 16/17,Alaves,Celta,3,1,H,11,15,4,4,11,13,4,4,1,3,0,0,Alaves,Celta
Сезон 16/17,Ath Bilbao,Leganes,1,1,D,15,5,6,2,12,8,10,1,2,7,0,0,Ничья,Ничья
Сезон 16/17,Betis,Ath Madrid,1,1,D,13,5,5,2,7,16,3,5,4,4,0,0,Ничья,Ничья
Сезон 16/17,Real Madrid,Sevilla,4,1,H,14,11,7,6,14,19,4,5,4,2,0,0,Real Madrid,Sevilla
Сезон 16/17,Celta,Real Madrid,1,4,A,17,13,6,8,17,9,4,6,4,2,1,0,Real Madrid,Celta
Сезон 16/17,Granada,Espanol,1,2,A,16,5,7,3,12,9,3,3,0,3,0,0,Espanol,Granada
Сезон 16/17,Leganes,Alaves,1,1,D,15,17,4,5,9,14,8,4,0,1,0,0,Ничья,Ничья
Сезон 16/17,Sevilla,Osasuna,5,0,H,17,5,7,2,11,8,1,1,3,1,0,0,Sevilla,Osasuna
Сезон 16/17,Ath Madrid,Ath Bilbao,3,1,H,12,16,4,1,13,11,2,5,2,0,0,0,Ath Madrid,Ath Bilbao
Сезон 16/17,Barcelona,Eibar,4,2,H,18,6,11,4,3,16,10,4,1,2,0,1,Barcelona,Eibar
Сезон 16/17,Celta,Sociedad,2,2,D,13,18,5,8,8,17,3,7,2,1,0,0,Ничья,Ничья
Сезон 16/17,Valencia,Villarreal,1,3,A,16,14,5,6,15,10,9,0,2,2,0,0,Villarreal,Valencia
Сезон 17/18,Leganes,Alaves,1,0,H,16,6,9,3,14,18,4,2,0,1,0,0,Leganes,Alaves
Сезон 17/18,Celta,Sociedad,2,3,A,16,13,5,6,12,11,5,4,3,1,0,0,Sociedad,Celta
Сезон 17/18,Sevilla,Espanol,1,1,D,9,9,4,6,14,12,7,3,2,4,1,0,Ничья,Ничья
Сезон 17/18,Ath Bilbao,Getafe,0,0,D,12,8,2,2,16,15,7,6,1,3,0,1,Ничья,Ничья
Сезон 17/18,Barcelona,Betis,2,0,H,15,3,2,0,16,15,8,0,2,1,0,0,Barcelona,Betis
Сезон 17/18,Levante,Villarreal,1,0,H,14,9,3,1,18,14,11,6,1,3,0,0,Levante,Villarreal
Сезон 17/18,Betis,Celta,2,1,H,10,9,3,2,13,9,4,6,2,2,0,0,Betis,Celta
Сезон 17/18,Sociedad,Villarreal,3,0,H,15,6,9,1,12,22,10,4,2,2,0,0,Sociedad,Villarreal
Сезон 17/18,Alaves,Barcelona,0,2,A,11,23,2,11,12,10,1,14,2,3,0,0,Barcelona,Alaves
Сезон 17/18,Eibar,Ath Bilbao,0,1,A,14,10,5,4,14,11,4,3,1,1,1,0,Ath Bilbao,Eibar
Сезон 17/18,Espanol,Leganes,0,1,A,17,12,2,8,10,14,9,1,3,3,0,0,Leganes,Espanol
Сезон 17/18,Getafe,Sevilla,0,1,A,15,6,3,3,20,10,7,5,0,1,0,0,Sevilla,Getafe
Сезон 17/18,Real Madrid,Valencia,2,2,D,22,7,6,3,12,12,13,4,3,5,0,0,Ничья,Ничья
Сезон 17/18,Leganes,Getafe,1,2,A,11,11,7,3,14,20,2,4,1,2,0,0,Getafe,Leganes
Сезон 17/18,Barcelona,Espanol,5,0,H,20,9,9,1,11,18,8,7,1,5,0,0,Barcelona,Espanol
Сезон 17/18,Real Madrid,Levante,1,1,D,18,5,10,2,9,16,13,3,2,3,1,0,Ничья,Ничья
Сезон 17/18,Sevilla,Eibar,3,0,H,12,7,6,2,14,18,6,5,1,1,0,0,Sevilla,Eibar
Сезон 17/18,Valencia,Ath Madrid,0,0,D,11,13,0,4,16,14,4,3,1,0,0,0,Ничья,Ничья
Сезон 17/18,Celta,Alaves,1,0,H,20,5,3,3,17,17,9,4,4,4,0,0,Celta,Alaves
Сезон 17/18,Villarreal,Betis,3,1,H,14,8,7,3,9,9,4,3,3,0,0,0,Villarreal,Betis
Сезон 17/18,Eibar,Leganes,1,0,H,10,5,4,2,15,20,8,1,2,5,0,0,Eibar,Leganes
Сезон 17/18,Getafe,Barcelona,1,2,A,13,7,4,5,15,14,3,4,2,4,0,0,Barcelona,Getafe
Сезон 17/18,Levante,Valencia,1,1,D,9,13,2,5,21,11,1,3,2,1,0,0,Ничья,Ничья
Сезон 17/18,Alaves,Villarreal,0,3,A,16,16,2,6,12,25,2,3,2,2,0,0,Villarreal,Alaves
Сезон 17/18,Sociedad,Real Madrid,1,3,A,10,18,5,6,12,15,4,6,3,2,0,0,Real Madrid,Sociedad
Сезон 17/18,Espanol,Celta,2,1,H,9,11,3,1,12,14,3,5,1,4,0,0,Espanol,Celta
Сезон 17/18,Barcelona,Eibar,6,1,H,11,13,10,4,4,9,7,7,0,2,0,0,Barcelona,Eibar
Сезон 17/18,Ath Bilbao,Ath Madrid,1,2,A,12,16,7,9,12,12,6,0,0,2,0,0,Ath Madrid,Ath Bilbao
Сезон 17/18,Real Madrid,Betis,0,1,A,27,12,7,4,13,11,12,3,0,3,0,0,Betis,Real Madrid
Сезон 17/18,Celta,Getafe,1,1,D,8,10,4,3,9,21,3,2,2,4,0,0,Ничья,Ничья
Сезон 17/18,Levante,Sociedad,3,0,H,13,13,9,3,13,11,3,6,2,0,0,1,Levante,Sociedad
Сезон 17/18,Villarreal,Espanol,0,0,D,14,10,5,3,17,10,5,5,5,2,0,0,Ничья,Ничья
Сезон 17/18,Alaves,Real Madrid,1,2,A,8,21,3,7,19,19,5,13,5,2,0,0,Real Madrid,Alaves
Сезон 17/18,Ath Madrid,Sevilla,2,0,H,13,11,4,0,11,17,7,6,4,3,0,0,Ath Madrid,Sevilla
